SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfTranslationOfFirstCodeSwitchedWord,AverageSurprisalOfTranslationOfSwitchPointWords,AverageSurprisalOfTranslationOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
1888,5,3.46562616,4.369246,5.0581615,3.6956616,1.2482292,cmucssa
1889,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1890,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1891,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1892,7,3.895755429,6.223718,6.223718,3.60331,2.866238286,cmucssa
1893,5,4.7175108,6.326893,6.326893,5.7099885,2.4335154,cmucssa
1894,12,4.178060317,5.79179,5.79179,5.79179,3.69541115,cmucssa
1895,15,4.133502913,2.653568,5.511949,3.88317925,3.097988447,cmucssa
1897,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1898,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1899,15,2.77562006,3.535944,3.20147275,2.666536075,0.6423912,cmucssa
1900,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1901,6,4.032119,4.972168,4.972168,4.972168,3.203424333,cmucssa
1902,25,3.689463944,3.479645,3.479645,2.94373675,3.218466064,cmucssa
1903,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1904,15,2.77562006,3.142399,3.120494,2.3578323,2.3040536,cmucssa
1905,17,2.844567729,4.502046,4.5353,4.5353,2.311003024,cmucssa
1906,14,3.816806286,3.479645,3.479645,2.8634045,2.998690714,cmucssa
1907,6,4.377281783,4.095774,4.095774,5.2375895,0.88555545,cmucssa
1909,20,3.53839325,3.479645,3.479645,2.8634045,2.96571235,cmucssa
1910,7,3.424728257,5.689735,5.689735,4.04590925,1.112780114,cmucssa
1911,9,3.881466422,4.455366,4.455366,4.709229,2.834971089,cmucssa
