SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfFirstCodeSwitchedWord,AverageSurprisalOfSwitchPointWords,AaverageSurprisalOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
998,20,3.901556145,5.678431,5.4363205,3.24998075,3.251559995,cmucssa
999,22,3.865015363636364,5.550694,5.2102735,5.2102735,3.3913541363636366,cmucssa
1002,12,3.180362758333333,6.817091,6.817091,6.817091,2.612271841666667,cmucssa
1006,10,4.09873741,5.445959,5.914834,4.210536366666667,2.8355764999999997,cmucssa
1007,7,4.13037,6.037586,6.037586,6.037586,3.2678577142857144,cmucssa
1008,38,3.0550857157894744,7.255705,5.29545525,5.5501033333333325,2.178753610526316,cmucssa
1009,9,3.759182222222223,8.516109,8.516109,5.0648635,2.6336570000000004,cmucssa
1011,15,2.9982275479999996,4.088296,4.925879999999999,2.9792330275000003,1.4093032666666667,cmucssa
1012,10,4.6434399,7.176857,7.176857,7.176857,3.9257542,cmucssa
1013,12,2.5423118666666666,4.884516,4.033091,3.2568189,1.4567055666666666,cmucssa
1014,2,4.4917055,5.806632,5.806632,5.806632,1.5883895,cmucssa
1016,5,4.85275736,5.969396,5.969396,4.9748966999999995,0.8728400000000001,cmucssa
1018,15,2.9982275479999996,4.088296,4.925879999999999,2.9792330275000003,1.4093032666666667,cmucssa
1022,27,3.2794191296296296,2.995391,4.237704,3.4993431999999998,2.6313926111111106,cmucssa
1023,11,3.403241909090909,5.14302,5.14302,3.3316225,2.7974923636363638,cmucssa
1027,12,2.6845192333333334,4.772221,2.6578789,2.6578789,2.2415394166666665,cmucssa
1031,13,3.474985807692307,3.480361,3.480361,4.1891739999999995,2.8304975,cmucssa
1032,1,4.344113,4.344113,4.344113,4.344113,0.0,cmucssa
1034,8,3.7611743749999995,5.887334,5.887334,5.887334,3.025257625,cmucssa
1035,5,3.6698338,6.007284,6.007284,6.007284,2.468377,cmucssa
1036,16,3.65149090625,5.109929,5.021152000000001,3.8264695,2.21656484375,cmucssa
1037,16,3.6194899375000005,5.859344,5.859344,3.80467875,2.6683202500000003,cmucssa
1038,17,3.2420386,4.864025,4.864025,4.864025,2.955919482352941,cmucssa
1039,10,2.83591778,5.904461,5.904461,5.904461,2.24547168,cmucssa
1040,32,2.44914973125,5.845643,5.845643,5.845643,2.2664733875,cmucssa
1041,7,4.205879,5.637844,4.786433000000001,4.5926461666666665,0.2693251428571429,cmucssa
1042,16,3.65149090625,5.109929,5.021152000000001,3.8264695,2.21656484375,cmucssa
1043,7,3.8456322857142857,5.887334,5.887334,5.887334,3.004584571428571,cmucssa
1044,17,3.7254113529411765,4.368162,4.368162,4.1277738,2.511360235294118,cmucssa
1045,14,3.821940685714286,3.219201,5.0123555,5.493347,2.6447949,cmucssa
1046,16,3.65149090625,5.109929,5.021152000000001,3.8264695,2.21656484375,cmucssa
1049,24,3.134223458333333,6.46486,6.46486,3.8343085333333335,2.6549348916666666,cmucssa
1051,32,3.22266126875,6.022297,5.284798,4.8337596666666665,2.7694963000000006,cmucssa
1053,7,3.5442445,5.976814,5.976814,5.64058,1.9326502142857145,cmucssa
1054,8,3.81929465,7.036763,7.036763,6.093761,2.2958544,cmucssa
1055,16,3.15967610625,5.481262,5.481262,5.481262,2.81709723125,cmucssa
1056,17,3.2285290235294113,5.512905,5.512905,5.512905,2.904240494117647,cmucssa
1058,8,3.7531109874999995,5.70482,5.70482,5.70482,3.0400084874999997,cmucssa
1059,7,3.4341143000000005,5.663349,5.663349,5.0232995,1.9988858714285715,cmucssa
1061,11,3.403241909090909,5.14302,5.14302,3.3316225,2.7974923636363638,cmucssa
1066,36,3.2456015138888894,6.022297,5.5257369999999995,4.994385666666666,2.8294027083333337,cmucssa
1067,13,3.6198606230769226,3.308426,3.308426,3.5052885,3.080585469230769,cmucssa
1068,7,3.995113071428571,5.550694,5.550694,5.550694,3.2021567857142856,cmucssa
1070,16,5.254863,6.037586,6.037586,6.037586,4.877513875,cmucssa
1071,20,3.9362484599999994,8.501648,6.748892,4.961927333333333,3.1919593599999994,cmucssa
1072,9,3.282099266666667,5.050276,5.050276,2.9179902,2.6336570000000004,cmucssa
1073,5,4.14745516,6.482378,6.482378,5.3694485,1.99967576,cmucssa
1075,16,3.6711887437499997,6.154926,6.154926,5.6587955,2.96383930625,cmucssa
1076,13,4.069007769230769,3.228921,5.8485755,6.307503666666666,2.61343,cmucssa
1077,34,2.7528406676470594,4.577792,3.49582,2.40869996,2.398620085294118,cmucssa
1079,5,5.187412999999999,6.527233,7.086947,6.362587,1.3698608,cmucssa
1082,17,3.8922016470588234,5.86437,5.86437,5.86437,3.5472387058823527,cmucssa
1083,16,3.65149090625,5.109929,5.021152000000001,3.8264695,2.21656484375,cmucssa
1085,3,5.471532333333333,8.946539,8.946539,8.946539,2.4893526666666665,cmucssa
1086,6,4.677693666666667,4.746988,4.746988,4.965542666666667,2.1949223333333334,cmucssa
1087,13,3.9577678615384615,5.756896,5.756896,5.756896,3.514929707692308,cmucssa
1088,9,3.186491833333333,4.061521,4.061521,5.269068,2.015587833333333,cmucssa
1089,16,3.65149090625,5.109929,5.021152000000001,3.8264695,2.21656484375,cmucssa
1090,10,4.06331637,7.124942,7.124942,3.93610835,3.2760946999999994,cmucssa
1091,25,3.0333619240000007,4.83101,4.83101,2.83175945,2.8068211680000004,cmucssa
1092,6,4.484759166666667,6.910512,6.910512,6.910512,3.333007166666667,cmucssa
1093,18,2.68594755,4.047126,4.047126,2.9132237333333335,2.200410261111111,cmucssa
1095,19,3.0511993368421053,4.559043,4.7779675,3.138289,2.390506915789474,cmucssa
1096,20,2.934699959999999,6.278955,6.278955,4.2347895,2.51122101,cmucssa
1097,9,3.389023333333333,6.097601,6.097601,6.097601,2.711512111111111,cmucssa
1098,11,3.403241909090909,5.14302,5.14302,3.3316225,2.7974923636363638,cmucssa
1100,20,3.455531155,5.550694,5.550694,4.7411885,2.981412305,cmucssa
1101,13,3.9577678615384615,5.756896,5.756896,5.756896,3.514929707692308,cmucssa
1104,24,3.5144275375,5.57337,5.6164355,4.8588557833333335,2.299713591666667,cmucssa
1105,22,3.683983427272727,4.263448,4.130307666666667,4.309657500000001,2.5086222909090914,cmucssa
1106,24,2.9502926375,6.939235,6.939235,4.456740000000001,2.3932001375,cmucssa
1107,24,3.1822266833333344,6.46486,6.46486,4.324523333333333,2.6416612666666666,cmucssa
1109,10,2.20626044,4.876083,4.876083,4.876083,1.7186521399999997,cmucssa
1110,5,3.7478523000000004,7.58891,7.58891,4.730832666666666,0.9093527,cmucssa
1112,18,3.9486087777777783,5.353955,5.353955,5.353955,3.651166833333334,cmucssa
1114,11,4.340465272727273,6.048378,6.048378,6.048378,3.7906127272727272,cmucssa
1116,11,3.403241909090909,5.14302,5.14302,3.3316225,2.7974923636363638,cmucssa
1117,7,3.575619142857143,6.527233,6.527233,6.527233,2.6431572857142855,cmucssa
1120,10,2.38964655,7.032404,5.358715,4.446184333333334,1.05579125,cmucssa
1122,13,4.069007769230769,3.228921,5.8485755,6.307503666666666,2.61343,cmucssa
1124,6,3.7212207833333335,5.909381,5.909381,5.909381,2.7363239500000005,cmucssa
1125,12,3.5637504166666667,4.578514,4.578514,4.578514,3.1822075833333336,cmucssa
1126,27,3.615843737037037,5.462672,5.462672,5.462672,3.413522551851852,cmucssa
1127,16,3.0624749125,7.133554,7.133554,4.436888,2.5078639125,cmucssa
1130,19,2.825174626315789,4.876083,4.876083,4.876083,2.5685386789473683,cmucssa
1133,20,3.9362484599999994,8.501648,6.748892,4.961927333333333,3.1919593599999994,cmucssa
1134,9,3.282099266666667,5.050276,5.050276,2.9179902,2.6336570000000004,cmucssa
1136,17,3.863512411764706,5.822628,5.822628,5.822628,3.5210048823529414,cmucssa
1137,9,3.5487573,5.154819,5.154819,2.6763268499999997,2.9540179999999996,cmucssa
1138,5,2.4341321999999996,5.073573,5.073573,5.073573,1.4194176,cmucssa
1139,14,3.462789357142857,3.604091,3.604091,3.604091,3.205354285714286,cmucssa
1146,6,3.1406658333333333,6.527233,6.527233,6.527233,2.0527936666666666,cmucssa
1148,10,3.0393037100000004,5.171039,5.171039,3.3185665,2.37559041,cmucssa
1149,7,3.822120214285714,6.910512,6.910512,6.910512,2.8349042142857144,cmucssa
1150,10,3.11693063,5.392224,5.392224,3.37807575,1.76570033,cmucssa
1151,6,4.013905533333333,4.844058,4.844058,4.8710225000000005,2.390231366666667,cmucssa
1155,25,3.2141345479999996,6.258925,6.258925,6.258925,2.963777548,cmucssa
1156,25,3.2141345479999996,6.258925,6.258925,6.258925,2.963777548,cmucssa
1157,25,3.2141345479999996,6.258925,6.258925,6.258925,2.963777548,cmucssa
1158,7,4.382441171428572,5.747957,5.747957,4.9461835,1.5560506,cmucssa
1159,6,4.013905533333333,4.844058,4.844058,4.8710225000000005,2.390231366666667,cmucssa
1160,3,4.100925666666666,4.044399,4.044399,3.516455,1.7566223333333333,cmucssa
1161,12,3.1043365416666666,2.866686,2.866686,3.5269415000000004,2.5165129583333337,cmucssa
1162,12,2.859573725,2.255724,2.255724,2.255724,2.671596725,cmucssa
1164,5,3.5172808000000004,5.714447,5.714447,3.348077,2.17805,cmucssa
1166,8,4.153502125,2.596192,3.7080665,4.11647175,2.09526625,cmucssa
1169,25,3.3044935040000003,4.638225,4.638225,4.638225,3.118964504,cmucssa
1170,15,2.966446326666666,7.552895,7.552895,6.8317885,2.0555411933333327,cmucssa
1172,16,3.1992416625,5.512905,5.512905,5.512905,2.8546850999999998,cmucssa
1173,6,4.013905533333333,4.844058,4.844058,4.8710225000000005,2.390231366666667,cmucssa
1174,6,3.8763585000000003,2.791026,3.83657,4.0751602,0.4803916666666667,cmucssa
1175,15,2.966446326666666,7.552895,7.552895,6.8317885,2.0555411933333327,cmucssa
1176,8,4.493063674999999,5.512905,6.434658,6.743416666666666,1.964282425,cmucssa
1177,8,2.8271307999999995,5.512905,5.512905,5.512905,2.138017675,cmucssa
1178,11,3.762922181818182,6.115328,6.115328,6.115328,3.206983272727273,cmucssa
1179,11,3.386868109090909,3.291835,3.291835,3.80285275,2.0040125636363637,cmucssa
1180,12,3.4403963999999996,5.512905,4.697372666666666,3.9162635,2.1349752333333334,cmucssa
1181,9,3.9390107777777774,3.904228,3.904228,5.830072333333334,1.9956533333333333,cmucssa
1183,7,3.8230772142857146,6.611545,6.611545,6.611545,2.8785707857142855,cmucssa
1184,6,4.013905533333333,4.844058,4.844058,4.8710225000000005,2.390231366666667,cmucssa
1186,13,2.8928276384615383,2.538382,2.538382,1.8959115,2.6011489461538466,cmucssa
1187,14,3.0231487500000003,5.837269,5.9073165,5.9073165,2.179246392857143,cmucssa
1189,8,4.043990399999999,5.550694,5.550694,4.7411885,2.858693275,cmucssa
1190,9,3.6613499,7.127346,7.127346,7.24414,2.0515410111111114,cmucssa
1191,9,2.578247077777778,1.554753,1.554753,1.554753,2.405496744444445,cmucssa
1192,13,3.6293455846153844,6.114323,6.114323,6.114323,3.159013046153846,cmucssa
1194,14,3.881498128571429,3.835371,3.835371,3.638079,3.361772557142857,cmucssa
1195,10,4.025336279999999,5.287681,5.287681,4.719414,2.6095120799999996,cmucssa
1197,9,3.8108054333333334,7.268284,7.268284,4.031668,2.9148792111111113,cmucssa
1198,6,4.013905533333333,4.844058,4.844058,4.8710225000000005,2.390231366666667,cmucssa
1199,7,3.8230772142857146,6.611545,6.611545,6.611545,2.8785707857142855,cmucssa
1200,7,3.8230772142857146,6.611545,6.611545,6.611545,2.8785707857142855,cmucssa
1201,32,2.44914973125,5.845643,5.845643,5.845643,2.2664733875,cmucssa
1202,6,4.139987666666667,5.637844,4.786433000000001,4.59093,0.31421266666666664,cmucssa
1203,5,3.9404612,6.989231,6.989231,5.091524333333333,0.8855466,cmucssa
1205,13,3.315451707692307,3.750727,3.750727,4.6296764999999995,2.6031937846153848,cmucssa
1206,8,3.916398375,4.449072,4.449072,4.659617,2.751494125,cmucssa
1208,15,2.966446326666666,7.552895,7.552895,6.8317885,2.0555411933333327,cmucssa
1213,9,3.671692666666667,5.776531,5.776531,4.6229785,2.6443641111111114,cmucssa
1214,18,3.9861423666666664,8.176492,8.176492,8.176492,3.531892811111111,cmucssa
1217,3,4.777895333333333,6.229505,6.229505,5.8089955,0.9052316666666668,cmucssa
1218,15,2.966446326666666,7.552895,7.552895,6.8317885,2.0555411933333327,cmucssa
1219,9,3.4552660000000004,5.637844,5.637844,5.637844,2.8288388888888885,cmucssa
1220,9,3.4552660000000004,5.637844,5.637844,5.637844,2.8288388888888885,cmucssa
1221,21,2.7310757047619045,4.563875,4.563875,2.8107585000000004,2.463384419047619,cmucssa
1222,15,2.966446326666666,7.552895,7.552895,6.8317885,2.0555411933333327,cmucssa
1224,3,5.166848666666667,6.23336,6.23336,5.232381,1.6785946666666665,cmucssa
1227,21,2.8870633047619045,7.032408,7.032408,4.0536655,2.5009999238095233,cmucssa
1228,8,4.144255375,5.688997,6.3671895,5.335894499999999,1.476308125,cmucssa
1229,5,3.9521914000000002,7.290857,7.290857,4.6088825,2.1086384000000002,cmucssa
1232,12,3.0094617916666664,3.082978,3.082978,3.5241845,2.4220977083333333,cmucssa
1234,4,4.25731425,6.258925,5.840697499999999,4.912724,0.57277125,cmucssa
1236,23,2.5792134826086954,5.10937,5.10937,3.9509649000000002,2.063870234782609,cmucssa
1238,12,4.485155,6.048378,6.048378,5.1003,3.635105,cmucssa
1239,22,3.617436590909091,3.977373,3.977373,5.805080666666666,2.8258346818181814,cmucssa
1240,7,3.834074285714286,3.838558,4.673058,4.5762773333333335,1.8728125714285715,cmucssa
1241,10,3.12219841,3.552691,4.476339,3.19463305,1.8443451899999999,cmucssa
1242,6,4.577453833333333,5.417253,5.417253,4.751194,2.2018568333333333,cmucssa
1244,5,2.69225628,2.031844,2.031844,1.4590447,2.1086384000000002,cmucssa
1245,16,3.7085833624999993,2.437864,2.437864,3.88798,2.7365883624999996,cmucssa
1248,12,2.8764423749999994,6.842975,6.842975,4.177218666666667,1.832137708333333,cmucssa
1250,18,3.4448526,5.128599,5.128599,2.66321685,3.148939616666666,cmucssa
1251,26,3.2822264,5.020152,5.136458,4.20830325,2.634795130769231,cmucssa
1252,16,4.16823054375,6.065041,6.065041,5.626528333333333,3.1132564812499997,cmucssa
1253,10,2.59742484,5.510592,5.510592,3.20786695,1.9558514499999995,cmucssa
1254,8,3.4900655,6.418449,6.418449,6.418449,2.687759375,cmucssa
1255,10,4.46753679,4.495176,5.621855,4.468576414285715,1.3395333,cmucssa
1256,19,3.2523189789473683,6.185282,6.02891,4.346509,2.5660280842105263,cmucssa
1258,4,4.80356625,6.112976,6.112976,4.923799333333334,1.11071675,cmucssa
1259,11,3.8713050727272726,1.785817,1.785817,1.785817,3.7089580727272717,cmucssa
1261,18,3.1210173388888887,5.455238,5.455238,5.455238,2.817948561111111,cmucssa
1262,33,3.0762666575757573,6.373854,6.373854,4.320904,2.8143936878787876,cmucssa
1263,10,2.82411887,4.338941,4.338941,4.338941,2.39022477,cmucssa
1264,4,3.86411275,4.219174,4.219174,4.913985,1.40712025,cmucssa
1265,5,3.8509012,3.919211,3.919211,3.919211,3.0670590000000004,cmucssa
1266,12,3.7089188083333333,3.652265,3.652265,3.652265,3.4045633916666667,cmucssa
1268,7,4.294995428571428,5.688997,6.3671895,5.9900356666666665,1.7278372857142856,cmucssa
1273,24,3.968058108333334,4.142262,6.1163188,5.800361250000001,2.034604358333333,cmucssa
1274,16,3.28027618125,6.333472,6.333472,6.333472,2.88443418125,cmucssa
1275,24,3.968058108333334,4.142262,6.1163188,5.800361250000001,2.034604358333333,cmucssa
1276,16,3.28027618125,6.333472,6.333472,6.333472,2.88443418125,cmucssa
1277,9,4.111844,7.013152,7.013152,4.481379,2.618051,cmucssa
1278,22,3.5298839818181817,5.561723,5.561723,3.9148385,3.173989572727274,cmucssa
1279,12,2.449159516666667,4.27194,4.27194,4.27194,2.093164516666667,cmucssa
1281,21,3.1090600809523816,6.263335,5.134385,3.034884925,2.530986761904762,cmucssa
1282,11,3.7367640818181815,4.082415,4.6560760000000005,3.5704978428571432,1.4646290909090909,cmucssa
1283,21,3.630099838095239,5.561723,5.561723,5.561723,3.3652558857142867,cmucssa
1284,4,4.6671197499999995,5.37648,5.37648,4.956545,2.18884725,cmucssa
1285,6,4.219471666666666,6.436282,6.436282,6.436282,3.146758,cmucssa
1287,11,3.841944181818182,7.17614,7.17614,4.607878833333333,1.3285557272727273,cmucssa
1288,10,3.7172027,2.320992,3.041287,3.041287,3.1089453,cmucssa
1289,3,2.680997,4.219174,4.219174,4.219174,1.2746056666666667,cmucssa
1290,4,3.53970925,3.087869,3.087869,3.087869,2.767742,cmucssa
1291,11,3.583377245454545,4.773325,4.773325,4.773325,3.1494386090909092,cmucssa
1292,7,1.8867068857142857,2.866686,2.866686,1.88734165,1.3474664142857142,cmucssa
1293,25,2.8548952439999997,3.657084,3.657084,1.9917805499999999,2.6955527999999997,cmucssa
1294,11,3.8374018090909088,6.670905,6.670905,6.670905,3.2309558999999997,cmucssa
1295,17,3.053439264705882,6.839319,6.839319,6.839319,2.651126382352941,cmucssa
1296,12,3.3577705666666673,5.80553,5.80553,5.80553,2.8739764,cmucssa
1299,12,3.1169927083333335,2.851963,2.851963,2.851963,2.879329125,cmucssa
1301,31,3.428485580645161,2.636784,4.957366333333334,4.97004995,2.4665404290322583,cmucssa
1304,11,3.7255828181818185,5.885328,5.885328,5.885328,3.190553,cmucssa
1305,13,3.2559448307692307,2.474347,2.474347,3.20738425,2.269057369230769,cmucssa
1306,10,2.51311954,4.03784,4.255739,3.038606,1.29767714,cmucssa
1307,10,3.6894484000000007,6.682178,6.682178,4.371054333333334,2.3781320999999997,cmucssa
1308,8,3.979708,6.202331,6.202331,5.102945666666667,2.066103375,cmucssa
1310,10,4.0492038,7.923953,7.923953,4.5701005,3.1351837000000002,cmucssa
1311,15,4.720166266666666,3.760455,3.760455,5.9136239999999995,3.5374414666666656,cmucssa
1315,4,5.421642,6.910512,6.910512,6.910512,3.694014,cmucssa
1316,15,3.4790216199999997,6.494124,6.494124,6.494124,3.0460800199999998,cmucssa
1319,6,4.393373833333333,3.625923,3.625923,3.625923,3.7890533333333334,cmucssa
1320,17,2.7820865529411765,4.958618,4.958618,4.958618,2.49040314117647,cmucssa
1321,9,2.432123233333334,4.091027,4.091027,3.9507515,1.5541784555555556,cmucssa
1322,5,4.537622799999999,5.854165,5.854165,3.5742015,3.1079422,cmucssa
1323,9,3.0635986444444443,3.647154,3.647154,2.0652687666666663,2.375175722222222,cmucssa
1324,6,3.4876865,6.910512,6.910512,6.910512,2.3359345,cmucssa
1325,11,2.7703364545454545,4.048372,4.048372,4.048372,2.4023026363636366,cmucssa
1327,11,2.477705427272727,4.220335,4.220335,4.220335,2.0940386090909087,cmucssa
1329,10,2.70622103,6.088486,6.088486,3.6850894999999997,1.96920313,cmucssa
1330,15,3.6543750200000003,7.344371,7.344371,4.08413985,3.10982304,cmucssa
1331,6,4.689291166666667,5.415995,5.975403,4.611077666666667,2.3837523333333333,cmucssa
1332,17,2.729058023529411,5.512905,4.852378333333333,3.812813125,1.8319255235294118,cmucssa
1333,6,2.9670623833333334,6.115328,5.100264,3.7696623333333332,1.0822312166666668,cmucssa
1338,17,2.7820865529411765,4.958618,4.958618,4.958618,2.49040314117647,cmucssa
1339,8,2.4005565125,4.546763,4.546763,4.546763,1.8322111375000003,cmucssa
1342,7,3.7710294857142856,7.503152,7.503152,3.9765605,2.634869342857143,cmucssa
1343,27,3.742767755555555,5.22726,5.0616035,3.6185335666666667,3.3407084703703696,cmucssa
1345,9,3.173657355555555,5.479525,5.479525,4.225313333333333,1.7652195777777777,cmucssa
1347,12,3.1975844416666663,5.44849,5.44849,3.6949466666666666,2.2738477749999997,cmucssa
1348,6,4.219471666666666,6.436282,6.436282,6.436282,3.146758,cmucssa
1349,9,3.697106222222222,6.652329,4.939942,3.517033666666667,2.5247616666666666,cmucssa
1352,18,3.1893530833333332,5.563542,6.4184325,6.4184325,2.4761939166666664,cmucssa
1353,8,4.206129625,6.863419,5.762702,4.947454800000001,1.113970375,cmucssa
1354,9,3.111875455555556,5.359173,4.234488,4.486983333333334,1.6162143444444446,cmucssa
1355,6,4.304999666666666,5.336814,5.68558,5.68558,2.4098063333333335,cmucssa
1356,8,4.0894229125,8.13075,8.13075,8.13075,3.0730791625,cmucssa
1357,7,2.535326714285715,4.766012,4.766012,3.112951,1.6459121428571428,cmucssa
1358,7,3.275471,5.534122,5.534122,3.723344,2.2116584285714285,cmucssa
1361,13,2.514378276923077,4.048372,4.048372,4.048372,2.2029650461538464,cmucssa
1366,5,3.1799638000000003,4.496676,4.496676,2.777635,2.0689098,cmucssa
1367,29,2.595115396551724,3.927443,3.927443,3.927443,2.459686327586207,cmucssa
1369,16,3.3989926250000004,6.039266,6.039266,3.3677243333333333,2.7675443125000005,cmucssa
1370,5,4.282741199999999,2.715695,2.715695,4.282741199999999,0.0,cmucssa
1371,13,3.0408052384615383,4.117033,4.580487,3.3126682,1.766702084615385,cmucssa
